Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time,Airline,Flight Code,Fare Class
TP Hồ Chí Minh (SGN),2025-06-12 21:00:00,Hà Nội (HAN),2025-06-12 23:05:00,2.08,Airbus A321,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:47,Vietnam Airlines,VN260,I
TP Hồ Chí Minh (SGN),2025-06-12 22:00:00,Hà Nội (HAN),2025-06-13 00:05:00,2.08,Airbus A321,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:48,Vietnam Airlines,VN224,I
TP Hồ Chí Minh (SGN),2025-06-12 23:00:00,Hà Nội (HAN),2025-06-13 01:05:00,2.08,Airbus A321,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:48,Vietnam Airlines,VN270,I
TP Hồ Chí Minh (SGN),2025-06-12 06:00:00,Hà Nội (HAN),2025-06-12 08:05:00,2.08,Boeing 787,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:49,Vietnam Airlines,VN206,I
TP Hồ Chí Minh (SGN),2025-06-12 07:00:00,Hà Nội (HAN),2025-06-12 09:05:00,2.08,Airbus A359,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:50,Vietnam Airlines,VN240,I
TP Hồ Chí Minh (SGN),2025-06-12 11:25:00,Hà Nội (HAN),2025-06-12 13:35:00,2.17,Airbus A330,Người lớn,1,5390000,1136000,6526000,18kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí, thu chênh lệch giá', '- Áp dụng đổi tên mất phí', '- Miễn phí chọn chỗ trước']",2025-03-31 10:12:50,Vietjet Air,VJ1140,C_Boss
TP Hồ Chí Minh (SGN),2025-06-12 12:10:00,Hà Nội (HAN),2025-06-12 14:20:00,2.17,Airbus A330,Người lớn,1,5390000,1136000,6526000,18kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí, thu chênh lệch giá', '- Áp dụng đổi tên mất phí', '- Miễn phí chọn chỗ trước']",2025-03-31 10:12:51,Vietjet Air,VJ198,C_Boss
TP Hồ Chí Minh (SGN),2025-06-12 08:00:00,Hà Nội (HAN),2025-06-12 10:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:51,Vietnam Airlines,VN208,J
TP Hồ Chí Minh (SGN),2025-06-12 11:00:00,Hà Nội (HAN),2025-06-12 13:05:00,2.08,Airbus A321,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:52,Vietnam Airlines,VN246,J
TP Hồ Chí Minh (SGN),2025-06-12 12:00:00,Hà Nội (HAN),2025-06-12 14:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:53,Vietnam Airlines,VN212,J
TP Hồ Chí Minh (SGN),2025-06-12 13:00:00,Hà Nội (HAN),2025-06-12 15:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:53,Vietnam Airlines,VN248,J
TP Hồ Chí Minh (SGN),2025-06-12 14:00:00,Hà Nội (HAN),2025-06-12 16:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:54,Vietnam Airlines,VN214,J
TP Hồ Chí Minh (SGN),2025-06-12 15:00:00,Hà Nội (HAN),2025-06-12 17:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:55,Vietnam Airlines,VN250,J
TP Hồ Chí Minh (SGN),2025-06-12 16:00:00,Hà Nội (HAN),2025-06-12 18:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:55,Vietnam Airlines,VN216,J
TP Hồ Chí Minh (SGN),2025-06-12 16:40:00,Hà Nội (HAN),2025-06-12 18:45:00,2.08,Airbus A350,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:56,Vietnam Airlines,VN252,J
TP Hồ Chí Minh (SGN),2025-06-12 17:00:00,Hà Nội (HAN),2025-06-12 19:10:00,2.17,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:57,Vietnam Airlines,VN254,J
TP Hồ Chí Minh (SGN),2025-06-12 18:00:00,Hà Nội (HAN),2025-06-12 20:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:57,Vietnam Airlines,VN218,J
TP Hồ Chí Minh (SGN),2025-06-12 19:00:00,Hà Nội (HAN),2025-06-12 21:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:58,Vietnam Airlines,VN258,J
TP Hồ Chí Minh (SGN),2025-06-12 19:35:00,Hà Nội (HAN),2025-06-12 21:40:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:58,Vietnam Airlines,VN262,J
TP Hồ Chí Minh (SGN),2025-06-12 20:00:00,Hà Nội (HAN),2025-06-12 22:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:59,Vietnam Airlines,VN220,J
TP Hồ Chí Minh (SGN),2025-06-12 09:00:00,Hà Nội (HAN),2025-06-12 11:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:13:00,Vietnam Airlines,VN244,J
TP Hồ Chí Minh (SGN),2025-06-12 10:00:00,Hà Nội (HAN),2025-06-12 12:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:13:00,Vietnam Airlines,VN210,J
TP Hồ Chí Minh (SGN),2025-06-13 05:00:00,Hà Nội (HAN),2025-06-13 07:10:00,2.17,320B,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:05,Vietjet Air,VJ1198,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 06:15:00,Hà Nội (HAN),2025-06-13 08:25:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:05,Vietjet Air,VJ196,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 07:10:00,Hà Nội (HAN),2025-06-13 09:20:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:06,Vietjet Air,VJ190,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 05:45:00,Hà Nội (HAN),2025-06-13 07:55:00,2.17,Airbus A321,Người lớn,1,1358000,867000,2225000,7kg,,[],2025-03-31 10:13:06,Vietravel Airlines,VU750,N
TP Hồ Chí Minh (SGN),2025-06-13 07:30:00,Hà Nội (HAN),2025-06-13 09:40:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:07,Bamboo Airways,QH204,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 08:30:00,Hà Nội (HAN),2025-06-13 10:40:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:08,Bamboo Airways,QH208,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 10:40:00,Hà Nội (HAN),2025-06-13 12:50:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:08,Bamboo Airways,QH224,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 06:00:00,Hà Nội (HAN),2025-06-13 08:05:00,2.08,Boeing 787,Người lớn,1,1449000,805000,2254000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:09,Vietnam Airlines,VN206,R
TP Hồ Chí Minh (SGN),2025-06-13 23:00:00,Hà Nội (HAN),2025-06-14 01:05:00,2.08,Airbus A321,Người lớn,1,1449000,805000,2254000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:10,Vietnam Airlines,VN270,R
TP Hồ Chí Minh (SGN),2025-06-13 04:55:00,Hà Nội (HAN),2025-06-13 07:05:00,2.17,Airbus A321,Người lớn,1,1449000,805000,2254000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:10,Pacific Airlines,VN6002,R
TP Hồ Chí Minh (SGN),2025-06-13 22:00:00,Hà Nội (HAN),2025-06-14 00:05:00,2.08,Airbus A321,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:11,Vietnam Airlines,VN224,N
TP Hồ Chí Minh (SGN),2025-06-13 07:30:00,Hà Nội (HAN),2025-06-13 09:40:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:12,Vietjet Air,VJ120,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 08:10:00,Hà Nội (HAN),2025-06-13 10:20:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:12,Vietjet Air,VJ1126,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 09:20:00,Hà Nội (HAN),2025-06-13 11:30:00,2.17,Airbus A320,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:13,Vietjet Air,VJ124,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 10:25:00,Hà Nội (HAN),2025-06-13 12:35:00,2.17,320B,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:13,Vietjet Air,VJ1130,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 12:25:00,Hà Nội (HAN),2025-06-13 14:35:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:14,Vietjet Air,VJ1138,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 12:50:00,Hà Nội (HAN),2025-06-13 15:00:00,2.17,Airbus A330,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:15,Vietjet Air,VJ1172,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 13:10:00,Hà Nội (HAN),2025-06-13 15:20:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:15,Vietjet Air,VJ140,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 17:20:00,Hà Nội (HAN),2025-06-13 19:30:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:16,Vietjet Air,VJ1152,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 20:00:00,Hà Nội (HAN),2025-06-13 22:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:17,Vietjet Air,VJ1176,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 20:05:00,Hà Nội (HAN),2025-06-13 22:10:00,2.08,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:17,Vietjet Air,VJ1160,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 21:00:00,Hà Nội (HAN),2025-06-13 23:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:18,Vietjet Air,VJ174,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 23:35:00,Hà Nội (HAN),2025-06-14 01:45:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:19,Vietjet Air,VJ1170,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 06:00:00,Hà Nội (HAN),2025-06-13 08:10:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:19,Vietjet Air,VJ1128,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 09:40:00,Hà Nội (HAN),2025-06-13 11:50:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:20,Vietjet Air,VJ1132,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 12:10:00,Hà Nội (HAN),2025-06-13 14:20:00,2.17,Airbus A330,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:20,Vietjet Air,VJ178,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 14:05:00,Hà Nội (HAN),2025-06-13 16:10:00,2.08,Airbus A320,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:21,Vietjet Air,VJ1148,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 15:25:00,Hà Nội (HAN),2025-06-13 17:35:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:22,Vietjet Air,VJ146,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 16:05:00,Hà Nội (HAN),2025-06-13 18:15:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:22,Vietjet Air,VJ150,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 20:30:00,Hà Nội (HAN),2025-06-13 22:40:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:23,Vietjet Air,VJ180,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 22:10:00,Hà Nội (HAN),2025-06-14 00:20:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:24,Vietjet Air,VJ172,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 16:50:00,Hà Nội (HAN),2025-06-13 19:00:00,2.17,Airbus A321,Người lớn,1,1130000,795000,1925000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:24,Vietjet Air,VJ1162,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 19:40:00,Hà Nội (HAN),2025-06-13 21:50:00,2.17,Airbus A321,Người lớn,1,1130000,795000,1925000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:25,Vietjet Air,VJ1158,U1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 13:15:00,Hà Nội (HAN),2025-06-13 15:25:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:26,Bamboo Airways,QH242,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 21:30:00,Hà Nội (HAN),2025-06-13 23:40:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:26,Bamboo Airways,QH284,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 23:05:00,Hà Nội (HAN),2025-06-14 01:15:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:27,Bamboo Airways,QH290,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 18:45:00,Hà Nội (HAN),2025-06-13 20:55:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:27,Vietjet Air,VJ1156,I1_ECO
TP Hồ Chí Minh (SGN),2025-06-13 05:25:00,Hà Nội (HAN),2025-06-13 07:35:00,2.17,Airbus A321,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:28,Bamboo Airways,QH202,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 18:55:00,Hà Nội (HAN),2025-06-13 21:05:00,2.17,Airbus A320,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:13:29,Bamboo Airways,QH268,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-13 07:00:00,Hà Nội (HAN),2025-06-13 09:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:29,Vietnam Airlines,VN240,K
TP Hồ Chí Minh (SGN),2025-06-13 08:00:00,Hà Nội (HAN),2025-06-13 10:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:30,Vietnam Airlines,VN208,K
TP Hồ Chí Minh (SGN),2025-06-13 09:00:00,Hà Nội (HAN),2025-06-13 11:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:31,Vietnam Airlines,VN244,K
TP Hồ Chí Minh (SGN),2025-06-13 11:00:00,Hà Nội (HAN),2025-06-13 13:05:00,2.08,Airbus A359,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:31,Vietnam Airlines,VN246,K
TP Hồ Chí Minh (SGN),2025-06-13 12:00:00,Hà Nội (HAN),2025-06-13 14:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:13:32,Vietnam Airlines,VN212,K
